unique_identifier,timestamp,price
ZEC-AUD,1557151880851693,6356
ETH-AUD,1557151880851698,18417
ETH-AUD,1557151881071678,18417
ETH-AUD,1557151881071679,18417
ETH-AUD,1557151881071680,18417
LTC-AUD,1557151881093680,7642
BTC-AUD,1557151881140679,563821
ZEC-AUD,1557151881166679,6356
ZEC-AUD,1557151881166679,6356
ETH-AUD,1557151881213687,18667
ETH-AUD,1557151881337679,18667
ZEC-AUD,1557151881354695,6373
ZEC-AUD,1557151881478680,6373
ZEC-AUD,1557151881478681,6373
ZEC-AUD,1557151881478682,6373
ZEC-AUD,1557151881478683,6373
BTC-AUD,1557151881518682,563821
ZEC-AUD,1557151881718696,6722
ZEC-AUD,1557151881792681,6722
ZEC-AUD,1557151881792681,6722
BTC-AUD,1557151881798682,563821
ETH-AUD,1557151881817683,18667
ETH-AUD,1557151881817684,18667
ZEC-AUD,1557151881856689,6367
LTC-AUD,1557151881856700,7453
LTC-AUD,1557151882246683,7453
ETH-AUD,1557151882301685,18667
LTC-AUD,1557151882357685,7471
ETH-AUD,1557151882357703,18429
ZEC-AUD,1557151882442684,6367
ZEC-AUD,1557151882442685,6367
LTC-AUD,1557151882467684,7471
ETH-AUD,1557151882467684,18429
ETH-AUD,1557151882467684,18429
ZEC-AUD,1557151882724700,6724
LTC-AUD,1557151778192275,7433
ETH-AUD,1557151778192281,18083
ZEC-AUD,1557151778701294,6436
ZEC-AUD,1557151499998180,6796
ZEC-AUD,1557151499998180,6796
BTC-AUD,1557151500089187,551479
BTC-AUD,1557151500222178,551479
BTC-AUD,1557151500222179,551479
BTC-AUD,1557151500222180,551479
ETH-AUD,1557151500308183,18776
BTC-AUD,1557151500308188,554811
ZEC-AUD,1557151500308198,6817
ZEC-AUD,1557151500590187,6894
LTC-AUD,1557151500590194,7792
LTC-AUD,1557151500797181,7792
LTC-AUD,1557151500797181,7792
ETH-AUD,1557151500808197,18768
ZEC-AUD,1557151500847181,6894
ETH-AUD,1557151501049182,18768
ETH-AUD,1557151501049182,18768
LTC-AUD,1557151501092192,7776
BTC-AUD,1557151501092195,552011
BTC-AUD,1557151501184184,552011
BTC-AUD,1557151501184184,552011
LTC-AUD,1557151501205184,7776
LTC-AUD,1557151501205185,7776
LTC-AUD,1557151501205186,7776
ZEC-AUD,1557151501311202,6786
ZEC-AUD,1557151501427183,6786
ZEC-AUD,1557151501614195,6901
ETH-AUD,1557151501614204,18349
ZEC-AUD,1557151501716184,6901
ZEC-AUD,1557151501716184,6901
ETH-AUD,1557151778939292,18677
ETH-AUD,1557151779027277,18677
ETH-AUD,1557151779027277,18677
BTC-AUD,1557151779109277,564485
BTC-AUD,1557151779109277,564485
BTC-AUD,1557151779241278,558358
LTC-AUD,1557151779444292,7710
ZEC-AUD,1557151779444297,6779
LTC-AUD,1557151779537279,7710
ZEC-AUD,1557151779563279,6779
ZEC-AUD,1557151882807685,6724
ZEC-AUD,1557151882807685,6724
BTC-AUD,1557151883227692,563799
BTC-AUD,1557151883361696,564978
BTC-AUD,1557151883566690,563799
BTC-AUD,1557151883591688,564978
BTC-AUD,1557151883591688,564978
ZEC-AUD,1557151883863704,6355
LTC-AUD,1557151884228709,7594
ETH-AUD,1557151884228711,18680
ETH-AUD,1557151884365691,18680
ETH-AUD,1557151884365691,18680
ETH-AUD,1557151884364703,18379
LTC-AUD,1557151884366691,7594
LTC-AUD,1557151884366691,7594
ZEC-AUD,1557151884375692,6355
ZEC-AUD,1557151884375693,6355
ZEC-AUD,1557151884375694,6355
ZEC-AUD,1557151884375695,6355
ETH-AUD,1557151884491692,18379
ETH-AUD,1557151884491693,18379
ETH-AUD,1557151884491694,18379
ZEC-AUD,1557151884865700,6340
LTC-AUD,1557151884865703,7451
ETH-AUD,1557151884865709,18388
LTC-AUD,1557151885045694,7451
ETH-AUD,1557151885048694,18388
ETH-AUD,1557151885048695,18388
ETH-AUD,1557151885048696,18388
ETH-AUD,1557151885048697,18388
ZEC-AUD,1557151885061694,6340
ZEC-AUD,1557151885061694,6340
LTC-AUD,1557151885366705,7457
ZEC-AUD,1557151885366706,6336
LTC-AUD,1557151885867711,7446
ETH-AUD,1557151886250715,18647
ETH-AUD,1557151886320699,18647
ETH-AUD,1557151886320699,18647
BTC-AUD,1557151886329700,563799
BTC-AUD,1557151886329701,563799
BTC-AUD,1557151886755718,563792
ETH-AUD,1557151886869717,18406
BTC-AUD,1557151886869718,565527
LTC-AUD,1557151554314393,7766
LTC-AUD,1557151554314393,7766
LTC-AUD,1557151554314395,7737
BTC-AUD,1557151554434405,556950
LTC-AUD,1557151554526393,7737
BTC-AUD,1557151554525392,556950
LTC-AUD,1557151554564394,7744
ZEC-AUD,1557151522138266,6787
BTC-AUD,1557151522936273,552550
LTC-AUD,1557151522936274,7599
BTC-AUD,1557151523058272,552550
BTC-AUD,1557151523058272,552550
LTC-AUD,1557151523109269,7599
LTC-AUD,1557151523109270,7599
LTC-AUD,1557151523109271,7599
BTC-AUD,1557151523247278,554214
BTC-AUD,1557151523330269,554214
BTC-AUD,1557151523330269,554214
ZEC-AUD,1557151523438285,6742
LTC-AUD,1557151523564273,7599
LTC-AUD,1557151523580271,7599
ZEC-AUD,1557151523859272,6742
BTC-AUD,1557151523938281,552011
LTC-AUD,1557151523938282,7566
LTC-AUD,1557151524249287,7743
BTC-AUD,1557151524249290,555326
BTC-AUD,1557151524290273,552011
BTC-AUD,1557151524290274,552011
BTC-AUD,1557151524290275,552011
LTC-AUD,1557151524331273,7566
ETH-AUD,1557151524658277,18270
ETH-AUD,1557151524658278,18270
ETH-AUD,1557151524659276,18270
LTC-AUD,1557151524653276,7743
BTC-AUD,1557151524689278,555326
BTC-AUD,1557151524689278,555326
LTC-AUD,1557151524741277,7743
BTC-AUD,1557151524750276,555323
ZEC-AUD,1557151524750282,6915
ETH-AUD,1557151524750291,18268
LTC-AUD,1557151524826276,7743
BTC-AUD,1557151524869276,555323
BTC-AUD,1557151524869276,555323
ZEC-AUD,1557151490050149,6869
ZEC-AUD,1557151490155139,6869
ZEC-AUD,1557151490155139,6869
BTC-AUD,1557151490164139,553133
BTC-AUD,1557151490164140,553133
ETH-AUD,1557151490551144,18386
ETH-AUD,1557151490800141,18386
ETH-AUD,1557151490800141,18386
ETH-AUD,1557151491553156,18384
LTC-AUD,1557151491553162,7722
LTC-AUD,1557151491619145,7722
LTC-AUD,1557151491619146,7722
LTC-AUD,1557151491619147,7722
ETH-AUD,1557151491619145,18384
ETH-AUD,1557151491619145,18384
LTC-AUD,1557151491768163,7584
LTC-AUD,1557151491832147,7584
ETH-AUD,1557151501720184,18349
BTC-AUD,1557151501814186,555343
ETH-AUD,1557151501814205,18732
BTC-AUD,1557151501886185,555343
ETH-AUD,1557151492462148,18716
BTC-AUD,1557151492775150,552598
BTC-AUD,1557151501886186,555343
BTC-AUD,1557151501886187,554250
BTC-AUD,1557151501886187,555343
ETH-AUD,1557151501919186,18732
ETH-AUD,1557151501919187,18732
ZEC-AUD,1557151767215234,6458
BTC-AUD,1557151720245054,553431
ZEC-AUD,1557151502254186,6880
ZEC-AUD,1557151502543189,6880
ZEC-AUD,1557151502554189,6880
LTC-AUD,1557151502616190,7790
ETH-AUD,1557151720421049,18179
BTC-AUD,1557151720593046,553431
BTC-AUD,1557151720593047,553431
LTC-AUD,1557151721020058,7817
ZEC-AUD,1557151767215235,6458
ZEC-AUD,1557151322788481,6808
LTC-AUD,1557151322934479,7899
ZEC-AUD,1557151354295602,6987
ZEC-AUD,1557151354343605,6864
BTC-AUD,1557151354343619,553861
ETH-AUD,1557151354436604,18496
ETH-AUD,1557151354437603,18496
ETH-AUD,1557151354439603,18496
BTC-AUD,1557151354467602,553861
BTC-AUD,1557151354467603,553861
BTC-AUD,1557151354467604,553861
ETH-AUD,1557151354504603,18496
ZEC-AUD,1557151354522603,6864
LTC-AUD,1557151323127484,7897
LTC-AUD,1557151323221478,7897
ZEC-AUD,1557151323234478,6801
ETH-AUD,1557151323633481,18694
ETH-AUD,1557151323633482,18694
LTC-AUD,1557151324131496,7910
LTC-AUD,1557151324229482,7910
LTC-AUD,1557151324229482,7910
BTC-AUD,1557151404244809,557128
ZEC-AUD,1557151404244819,6767
BTC-AUD,1557151404708802,549384
BTC-AUD,1557151404708802,549384
BTC-AUD,1557151404709802,557128
BTC-AUD,1557151404709802,557128
ZEC-AUD,1557151404716803,6767
ZEC-AUD,1557151404716803,6767
ZEC-AUD,1557151404724805,6919
LTC-AUD,1557151404729802,7646
LTC-AUD,1557151404729802,7646
ETH-AUD,1557151404747814,18861
ETH-AUD,1557151404842802,18861
ETH-AUD,1557151404842802,18861
BTC-AUD,1557151405250813,556014
LTC-AUD,1557151405250814,7764
LTC-AUD,1557151405304804,7764
LTC-AUD,1557151405304804,7764
BTC-AUD,1557151405327804,556014
ZEC-AUD,1557151405385807,6915
ETH-AUD,1557151324633492,18721
LTC-AUD,1557151354541605,7781
LTC-AUD,1557151354659603,7781
BTC-AUD,1557151389593755,555492
ZEC-AUD,1557151389593757,6806
BTC-AUD,1557151389621742,548843
BTC-AUD,1557151389621742,548843
LTC-AUD,1557151389706752,7645
ZEC-AUD,1557151389706753,6957
ETH-AUD,1557151389706754,18482
BTC-AUD,1557151389770742,555492
ZEC-AUD,1557151389765742,6808
ZEC-AUD,1557151389766742,6806
ZEC-AUD,1557151389789743,6957
LTC-AUD,1557151389836744,7645
LTC-AUD,1557151389836745,7645
LTC-AUD,1557151389836746,7645
ETH-AUD,1557151389795747,18765
ETH-AUD,1557151389797745,18738
ETH-AUD,1557151389881743,18482
ETH-AUD,1557151554616401,18792
LTC-AUD,1557151554616403,7599
LTC-AUD,1557151554706393,7599
LTC-AUD,1557151554706393,7599
ETH-AUD,1557151554706393,18792
ETH-AUD,1557151554706393,18792
BTC-AUD,1557151554754393,555289
BTC-AUD,1557151554754393,555289
ZEC-AUD,1557151554935397,6885
LTC-AUD,1557151555035395,7744
ZEC-AUD,1557151555066394,6885
ZEC-AUD,1557151555066394,6885
LTC-AUD,1557151555440398,7758
ZEC-AUD,1557151555440407,6872
LTC-AUD,1557151555519398,7758
LTC-AUD,1557151555519399,7758
LTC-AUD,1557151555519400,7758
LTC-AUD,1557151555519401,7758
BTC-AUD,1557151555620414,554726
ZEC-AUD,1557151555620416,6727
ZEC-AUD,1557151555931398,6872
ZEC-AUD,1557151555941417,6881
ETH-AUD,1557151555941418,18369
BTC-AUD,1557151556086398,554726
BTC-AUD,1557151556086399,554726
BTC-AUD,1557151886920701,563792
ZEC-AUD,1557151887259710,6736
ETH-AUD,1557151887259719,18689
ZEC-AUD,1557151887380703,6736
ETH-AUD,1557151887375704,18689
ETH-AUD,1557151887375704,18689
ETH-AUD,1557151887374715,18413
ETH-AUD,1557151887763717,18689
ETH-AUD,1557151887843707,18689
BTC-AUD,1557151887845707,563792
BTC-AUD,1557151887871706,563792
BTC-AUD,1557151887882706,565535
LTC-AUD,1557151887882707,7450
ZEC-AUD,1557151888383722,6319
LTC-AUD,1557151888282709,7583
BTC-AUD,1557151888584709,563792
LTC-AUD,1557151888597714,7583
LTC-AUD,1557151888597714,7583
LTC-AUD,1557151888783719,7604
LTC-AUD,1557151888783727,7597
LTC-AUD,1557151888884709,7604
LTC-AUD,1557151888884709,7604
LTC-AUD,1557151888884709,7597
LTC-AUD,1557151354659603,7781
ZEC-AUD,1557151354844619,6855
ZEC-AUD,1557151354949604,6855
LTC-AUD,1557151888884727,7431
ETH-AUD,1557151661679822,18501
ETH-AUD,1557151661790815,18501
ETH-AUD,1557151661790816,18501
ETH-AUD,1557151661790817,18501
ETH-AUD,1557151661790818,18501
LTC-AUD,1557151661785817,7547
ETH-AUD,1557151661785819,18311
ZEC-AUD,1557151661841815,6839
ZEC-AUD,1557151661841815,6839
LTC-AUD,1557151662180818,7754
ETH-AUD,1557151662253819,18498
LTC-AUD,1557151662302817,7754
LTC-AUD,1557151662683824,7741
LTC-AUD,1557151663015820,7741
LTC-AUD,1557151663015820,7741
BTC-AUD,1557151663289838,562970
ZEC-AUD,1557151779563279,6779
ZEC-AUD,1557151779947291,6754
ZEC-AUD,1557151779947295,6766
ZEC-AUD,1557151779947299,6780
LTC-AUD,1557151780463284,7702
BTC-AUD,1557151780463295,564481
ETH-AUD,1557151780463302,18684
ZEC-AUD,1557151780540282,6754
ZEC-AUD,1557151780540282,6754
ZEC-AUD,1557151780541282,6766
ZEC-AUD,1557151780541282,6780
ETH-AUD,1557151780578283,18684
BTC-AUD,1557151780630283,564481
BTC-AUD,1557151780630284,564481
BTC-AUD,1557151780630283,564481
LTC-AUD,1557151780638283,7702
LTC-AUD,1557151780638284,7710
BTC-AUD,1557151780754288,559468
ZEC-AUD,1557151355043616,6995
ZEC-AUD,1557151355163607,6864
ZEC-AUD,1557151355163608,6864
ZEC-AUD,1557151355164605,6995
ZEC-AUD,1557151355164606,6864
ZEC-AUD,1557151355164606,6995
ZEC-AUD,1557151355164605,6995
LTC-AUD,1557151355345624,7814
LTC-AUD,1557151355571607,7814
LTC-AUD,1557151355775609,7814
LTC-AUD,1557151355775610,7814
ZEC-AUD,1557151356049616,7002
ZEC-AUD,1557151356276609,7002
ZEC-AUD,1557151356276609,7002
BTC-AUD,1557151356347623,554969
BTC-AUD,1557151356494610,554969
BTC-AUD,1557151356494610,554969
BTC-AUD,1557151356848629,554956
BTC-AUD,1557151356948612,554956
LTC-AUD,1557151672924860,7763
ETH-AUD,1557151672930860,18410
ZEC-AUD,1557151673029859,6809
ZEC-AUD,1557151673029859,6809
LTC-AUD,1557151673262878,7788
LTC-AUD,1557151673489861,7788
ETH-AUD,1557151540899339,18353
ETH-AUD,1557151540899339,18353
ZEC-AUD,1557151540923339,6851
BTC-AUD,1557151541348349,553090
BTC-AUD,1557151541513342,553090
BTC-AUD,1557151541513342,553090
LTC-AUD,1557151541545359,7615
LTC-AUD,1557151541642342,7615
LTC-AUD,1557151541642343,7615
LTC-AUD,1557151541642342,7615
ZEC-AUD,1557151542047346,6714
LTC-AUD,1557151542047361,7585
ZEC-AUD,1557151542178346,6851
ZEC-AUD,1557151542350347,6866
ZEC-AUD,1557151542561345,6714
LTC-AUD,1557151542588345,7585
BTC-AUD,1557151405385817,548832
ZEC-AUD,1557151405569806,6919
ZEC-AUD,1557151405569807,6915
ZEC-AUD,1557151405569807,6915
ZEC-AUD,1557151405569807,6906
ZEC-AUD,1557151405569807,6906
BTC-AUD,1557151405585805,548832
BTC-AUD,1557151405585805,548832
ETH-AUD,1557151405636806,18502
ZEC-AUD,1557151405754817,6761
LTC-AUD,1557151405754824,7750
LTC-AUD,1557151405874806,7750
ZEC-AUD,1557151405890806,6761
ZEC-AUD,1557151405890806,6761
LTC-AUD,1557151405979808,7750
BTC-AUD,1557151406255813,556561
LTC-AUD,1557151542588345,7585
ZEC-AUD,1557151542639346,6866
BTC-AUD,1557151542744347,554747
BTC-AUD,1557151542772347,554747
BTC-AUD,1557151543049352,556407
BTC-AUD,1557151543114347,556407
BTC-AUD,1557151543114348,556407
LTC-AUD,1557151357051631,7775
LTC-AUD,1557151357434617,7775
LTC-AUD,1557151357434618,7775
LTC-AUD,1557151357434619,7776
ZEC-AUD,1557151556091399,6872
ZEC-AUD,1557151556091401,6727
LTC-AUD,1557151556121413,7624
BTC-AUD,1557151556173401,555280
BTC-AUD,1557151556173406,556950
ZEC-AUD,1557151556173401,6881
ETH-AUD,1557151556214400,18369
ETH-AUD,1557151556214400,18369
LTC-AUD,1557151556227401,7754
LTC-AUD,1557151556227402,7754
LTC-AUD,1557151556227404,7624
LTC-AUD,1557151556227404,7624
BTC-AUD,1557151556252400,556950
BTC-AUD,1557151556252402,556950
BTC-AUD,1557151556444401,556941
BTC-AUD,1557151556556400,556941
BTC-AUD,1557151556556400,556941
ETH-AUD,1557151556625413,18798
LTC-AUD,1557151556625415,7630
ETH-AUD,1557151556758401,18798
ETH-AUD,1557151556758402,18798
LTC-AUD,1557151556768401,7630
LTC-AUD,1557151556768401,7630
ETH-AUD,1557151557016403,18798
LTC-AUD,1557151557126417,7608
ZEC-AUD,1557151557164404,6881
LTC-AUD,1557151557387404,7608
LTC-AUD,1557151357434619,7775
BTC-AUD,1557151754784182,559483
BTC-AUD,1557151754784182,559483
ETH-AUD,1557151754795184,18540
ETH-AUD,1557151754795185,18540
BTC-AUD,1557151755036195,553363
LTC-AUD,1557151755203201,7761
LTC-AUD,1557151755289183,7761
LTC-AUD,1557151755289183,7761
ZEC-AUD,1557151755328185,6737
ZEC-AUD,1557151755537191,6486
ZEC-AUD,1557151755537203,6476
ZEC-AUD,1557151755678185,6486
ZEC-AUD,1557151755678185,6486
ZEC-AUD,1557151755678185,6476
ZEC-AUD,1557151755704188,6722
ETH-AUD,1557151389881743,18482
ZEC-AUD,1557151390095747,6801
BTC-AUD,1557151390095753,554924
ETH-AUD,1557151390095756,18771
ETH-AUD,1557151390168745,18738
BTC-AUD,1557151390193744,554924
BTC-AUD,1557151390193744,554924
ZEC-AUD,1557151390203744,6801
ZEC-AUD,1557151390207751,6936
ETH-AUD,1557151390202744,18771
ETH-AUD,1557151390202745,18771
ZEC-AUD,1557151390283744,6936
ZEC-AUD,1557151390283744,6936
BTC-AUD,1557151492936150,552598
BTC-AUD,1557151492936151,552598
BTC-AUD,1557151492936152,552598
ETH-AUD,1557151492953150,18685
ZEC-AUD,1557151493056165,6887
ZEC-AUD,1557151493260151,6887
ZEC-AUD,1557151493276162,6814
ZEC-AUD,1557151493402152,6814
ZEC-AUD,1557151493402153,6887
ZEC-AUD,1557151493402153,6814
ZEC-AUD,1557151493402154,6814
ZEC-AUD,1557151493561163,6910
ZEC-AUD,1557151493718153,6910
LTC-AUD,1557151493777159,7621
BTC-AUD,1557151493777170,553143
BTC-AUD,1557151493830153,553143
BTC-AUD,1557151493830153,553143
LTC-AUD,1557151493850153,7621
LTC-AUD,1557151493850153,7621
ETH-AUD,1557151494062158,18377
ETH-AUD,1557151494124154,18377
ETH-AUD,1557151494124155,18377
ETH-AUD,1557151494124156,18377
ETH-AUD,1557151494124154,18377
ETH-AUD,1557151494280163,18696
ETH-AUD,1557151494563156,18696
ETH-AUD,1557151494563156,18696
BTC-AUD,1557151494563165,553132
BTC-AUD,1557151494715157,553132
BTC-AUD,1557151494715158,553132
ETH-AUD,1557151357560635,18497
ETH-AUD,1557151357633615,18497
LTC-AUD,1557151357644616,7776
LTC-AUD,1557151358061619,7768
LTC-AUD,1557151358061623,7756
LTC-AUD,1557151358254617,7768
BTC-AUD,1557151663690831,554014
BTC-AUD,1557151663769823,554014
ZEC-AUD,1557151663793838,6553
ETH-AUD,1557151663793843,18368
LTC-AUD,1557151358254618,7768
LTC-AUD,1557151358254619,7768
LTC-AUD,1557151358254619,7756
LTC-AUD,1557151358254619,7756
ETH-AUD,1557151358413619,18497
ETH-AUD,1557151358479621,18853
ETH-AUD,1557151358652620,18497
ETH-AUD,1557151359000621,18853
ZEC-AUD,1557151359062624,7032
BTC-AUD,1557151780916284,559468
BTC-AUD,1557151780916284,559468
BTC-AUD,1557151780916284,559460
BTC-AUD,1557151780916284,559460
LTC-AUD,1557151781360287,7710
LTC-AUD,1557151781410289,7702
BTC-AUD,1557151781763288,558349
LTC-AUD,1557151781828290,7702
BTC-AUD,1557151781835288,558349
BTC-AUD,1557151781835289,558349
BTC-AUD,1557151781835290,558349
LTC-AUD,1557151781871289,7702
ZEC-AUD,1557151782264292,6456
ZEC-AUD,1557151782264296,6448
BTC-AUD,1557151782470307,565620
LTC-AUD,1557151782470308,7715
ZEC-AUD,1557151782563290,6456
ZEC-AUD,1557151782563291,6456
ZEC-AUD,1557151782563292,6766
ZEC-AUD,1557151782563292,6456
ZEC-AUD,1557151782563292,6448
ZEC-AUD,1557151782563292,6448
LTC-AUD,1557151782634291,7715
LTC-AUD,1557151782634291,7715
ETH-AUD,1557151524874276,18268
ETH-AUD,1557151524874276,18268
ZEC-AUD,1557151524898276,6915
ZEC-AUD,1557151524898276,6915
BTC-AUD,1557151524942293,552007
BTC-AUD,1557151525083276,552007
BTC-AUD,1557151525083277,552007
BTC-AUD,1557151525083278,552007
ETH-AUD,1557151525443282,18831
ETH-AUD,1557151525618278,18831
ETH-AUD,1557151525618278,18831
BTC-AUD,1557151525752288,554203
ETH-AUD,1557151525752299,18262
ETH-AUD,1557151525904280,18262
ETH-AUD,1557151525904280,18262
BTC-AUD,1557151525935280,554203
ZEC-AUD,1557151525934285,6895
BTC-AUD,1557151526377282,554203
ZEC-AUD,1557151526378282,6895
ETH-AUD,1557151390597762,18811
ETH-AUD,1557151390936752,18811
ETH-AUD,1557151390936752,18811
ZEC-AUD,1557151391007748,6945
ETH-AUD,1557151391179750,18765
ETH-AUD,1557151391312750,18765
ETH-AUD,1557151391312751,18789
ETH-AUD,1557151391312752,18789
BTC-AUD,1557151391324751,555492
ZEC-AUD,1557151391713769,6955
ZEC-AUD,1557151391833752,6955
ZEC-AUD,1557151391833752,6955
ETH-AUD,1557151392217756,18463
ZEC-AUD,1557151392217763,6951
BTC-AUD,1557151392413757,555492
BTC-AUD,1557151613878628,558526
ETH-AUD,1557151613984628,18466
ETH-AUD,1557151613984629,18466
ETH-AUD,1557151613984630,18466
ZEC-AUD,1557151614022634,6638
BTC-AUD,1557151614121629,559675
ZEC-AUD,1557151614133628,6638
ZEC-AUD,1557151614133629,6638
ZEC-AUD,1557151614133630,6638
LTC-AUD,1557151673489862,7788
LTC-AUD,1557151673489863,7788
ZEC-AUD,1557151673763865,6808
ZEC-AUD,1557151673763869,6822
BTC-AUD,1557151673831863,561276
ETH-AUD,1557151673831870,18414
ZEC-AUD,1557151885739704,6720
ZEC-AUD,1557151885739716,6709
LTC-AUD,1557151885818697,7455
LTC-AUD,1557151885818697,7455
LTC-AUD,1557151885818697,7454
LTC-AUD,1557151885818697,7454
LTC-AUD,1557151885861699,7600
LTC-AUD,1557151885861700,7600
ZEC-AUD,1557151885864697,6720
ZEC-AUD,1557151885864697,6720
ZEC-AUD,1557151885864697,6709
LTC-AUD,1557151886755711,7603
LTC-AUD,1557151886885701,7603
LTC-AUD,1557151886885701,7603
ETH-AUD,1557151887259715,18676
ETH-AUD,1557151887375703,18676
ETH-AUD,1557151887375704,18676
ETH-AUD,1557151887375703,18676
ETH-AUD,1557151887380704,18679
ETH-AUD,1557151887805706,18679
ETH-AUD,1557151887805707,18679
LTC-AUD,1557151887882715,7448
LTC-AUD,1557151887882719,7460
BTC-AUD,1557151887882722,565524
ETH-AUD,1557151888282711,18677
ETH-AUD,1557151888640708,18677
ETH-AUD,1557151888640709,18677
LTC-AUD,1557151889284717,7606
ZEC-AUD,1557151889284730,6750
LTC-AUD,1557151889366711,7606
LTC-AUD,1557151889366711,7606
LTC-AUD,1557151557535404,7788
ZEC-AUD,1557151557715408,6768
ZEC-AUD,1557151557716406,6768
ETH-AUD,1557151557948410,18432
ETH-AUD,1557151558133419,18828
BTC-AUD,1557151558133424,554164
BTC-AUD,1557151663186829,554578
BTC-AUD,1557151663548822,554578
BTC-AUD,1557151663548822,554578
ETH-AUD,1557151663690826,18486
ZEC-AUD,1557151673931863,6808
ZEC-AUD,1557151673931863,6808
ZEC-AUD,1557151673931863,6822
ETH-AUD,1557151673936863,18414
ETH-AUD,1557151673936863,18414
BTC-AUD,1557151673966863,561276
ETH-AUD,1557151663786823,18486
ETH-AUD,1557151663786823,18486
ETH-AUD,1557151663786823,18470
ETH-AUD,1557151663786823,18470
BTC-AUD,1557151673966864,561276
BTC-AUD,1557151673966863,561276
LTC-AUD,1557151674264878,7783
ZEC-AUD,1557151498374171,6800
BTC-AUD,1557151498583181,551465
LTC-AUD,1557151498583186,7778
LTC-AUD,1557151498884173,7778
LTC-AUD,1557151498884173,7778
LTC-AUD,1557151664296835,7556
LTC-AUD,1557151664296839,7548
LTC-AUD,1557151664296843,7557
ETH-AUD,1557151664340826,18456
ETH-AUD,1557151664340826,18456
ETH-AUD,1557158538835243,0
BTC-AUD,1557151359062634,546698
BTC-AUD,1557151359399622,546698
BTC-AUD,1557151359399622,546698
LTC-AUD,1557151528448290,7745
LTC-AUD,1557151528448290,7745
LTC-AUD,1557151528448290,7756
LTC-AUD,1557151528455290,7746
LTC-AUD,1557151528455290,7746
BTC-AUD,1557151498897173,551465
BTC-AUD,1557151498897173,551465
ZEC-AUD,1557151499087189,6910
ZEC-AUD,1557151499165175,6910
LTC-AUD,1557151674404864,7783
LTC-AUD,1557151674404865,7783
LTC-AUD,1557151674404866,7783
ETH-AUD,1557151392528753,18463
BTC-AUD,1557151502693188,553667
BTC-AUD,1557151502693188,553667
LTC-AUD,1557151502708188,7790
LTC-AUD,1557151502708188,7790
ETH-AUD,1557151392528753,18463
ZEC-AUD,1557151392567754,6951
ZEC-AUD,1557151392567754,6951
BTC-AUD,1557151392726755,555492
ETH-AUD,1557151392719758,18471
LTC-AUD,1557151392719764,7656
ETH-AUD,1557151889284731,18676
ETH-AUD,1557151889364711,18676
ETH-AUD,1557151889364711,18676
ZEC-AUD,1557151889405711,6744
ZEC-AUD,1557151889405711,6744
ZEC-AUD,1557151889786732,6721
ZEC-AUD,1557151889875713,6721
ZEC-AUD,1557151889875713,6721
ETH-AUD,1557151889913715,18686
BTC-AUD,1557151890287724,563235
ETH-AUD,1557151890356716,18686
BTC-AUD,1557151890369715,563235
BTC-AUD,1557151890369715,563235
BTC-AUD,1557151890912722,565528
ETH-AUD,1557151890912729,18458
BTC-AUD,1557151890912734,565527
ETH-AUD,1557151891055720,18689
ETH-AUD,1557151891055720,18458
ETH-AUD,1557151891055721,18689
LTC-AUD,1557151891148720,7597
BTC-AUD,1557151891149720,565528
BTC-AUD,1557151891149720,565527
BTC-AUD,1557151891149720,565527
ETH-AUD,1557151891489721,18458
LTC-AUD,1557151891508722,7597
ETH-AUD,1557151891792729,18731
BTC-AUD,1557151891792734,564347
BTC-AUD,1557151891792738,564364
LTC-AUD,1557151891792739,7611
BTC-AUD,1557151891870721,564347
BTC-AUD,1557151891870721,564364
BTC-AUD,1557151891870722,564364
BTC-AUD,1557151782694294,565620
BTC-AUD,1557151782694295,565620
ETH-AUD,1557151782972300,18695
LTC-AUD,1557151782972306,7727
ZEC-AUD,1557151782996293,6766
ETH-AUD,1557151783089293,18695
ETH-AUD,1557151783089293,18695
LTC-AUD,1557151783095293,7727
LTC-AUD,1557151783095294,7727
LTC-AUD,1557151783095295,7727
LTC-AUD,1557151783095296,7727
LTC-AUD,1557151783095297,7727
BTC-AUD,1557151784270298,558898
BTC-AUD,1557151784478298,558898
BTC-AUD,1557151784478298,558898
LTC-AUD,1557151784669301,7475
LTC-AUD,1557151784692300,7475
BTC-AUD,1557151784772304,558330
ZEC-AUD,1557151392719769,6942
ZEC-AUD,1557151392953755,6942
LTC-AUD,1557151392976755,7656
LTC-AUD,1557151392976756,7656
LTC-AUD,1557151392976755,7656
ETH-AUD,1557151392965755,18471
ETH-AUD,1557151393117760,18842
ZEC-AUD,1557151393117767,6805
ETH-AUD,1557151517822251,18800
ZEC-AUD,1557151517719262,6880
BTC-AUD,1557151517887248,553682
BTC-AUD,1557151517887248,553682
LTC-AUD,1557151517973250,7750
LTC-AUD,1557151518148250,7750
ZEC-AUD,1557151518291250,6880
ZEC-AUD,1557151518291250,6880
LTC-AUD,1557151518408256,7563
ETH-AUD,1557151324757485,18721
ETH-AUD,1557151324757485,18721
ETH-AUD,1557151324757485,18728
ETH-AUD,1557151324757485,18728
LTC-AUD,1557151325872491,7868
ETH-AUD,1557151784980316,18641
BTC-AUD,1557151785013300,558330
ETH-AUD,1557151785145301,18652
BTC-AUD,1557151558315407,554164
BTC-AUD,1557151558315407,554164
ETH-AUD,1557151558364407,18432
ETH-AUD,1557151558364407,18432
