unique_identifier,timestamp,price
LTC-AUD,1557151504335201,7614
LTC-AUD,1557151504483195,7614
BTC-AUD,1557151504681201,554264
LTC-AUD,1557151504840199,7598
ETH-AUD,1557151404863802,18863
ETH-AUD,1557151404863802,18863
LTC-AUD,1557151405250810,7765
ETH-AUD,1557151405250816,18844
LTC-AUD,1557151405304805,7765
LTC-AUD,1557151405304805,7765
ETH-AUD,1557151405328804,18844
ETH-AUD,1557151405328804,18844
BTC-AUD,1557151405385805,548841
BTC-AUD,1557151405385813,548825
BTC-AUD,1557151405655805,548841
BTC-AUD,1557151405655806,548841
BTC-AUD,1557151405655807,548841
BTC-AUD,1557151405655807,548825
BTC-AUD,1557151405655807,548825
ZEC-AUD,1557151406386811,6905
ZEC-AUD,1557151406701810,6905
ZEC-AUD,1557151406701810,6905
BTC-AUD,1557151406755823,556002
ETH-AUD,1557151406755826,18816
ETH-AUD,1557151406819810,18816
ETH-AUD,1557151406819811,18816
BTC-AUD,1557151406842810,556002
LTC-AUD,1557151407259814,7767
ETH-AUD,1557151407259816,18836
ZEC-AUD,1557151407259823,6802
ZEC-AUD,1557151407395812,6802
ZEC-AUD,1557151407395813,6802
ETH-AUD,1557151407409812,18836
LTC-AUD,1557151407409812,7767
ETH-AUD,1557151407573814,18816
ZEC-AUD,1557151407586814,6802
ETH-AUD,1557151407891822,18525
ETH-AUD,1557151408155815,18525
ETH-AUD,1557151408155816,18525
ZEC-AUD,1557151408261827,6784
ZEC-AUD,1557151408366816,6784
BTC-AUD,1557151409264833,554902
ZEC-AUD,1557151409347822,6921
BTC-AUD,1557151409581822,554902
BTC-AUD,1557151409581822,554902
ETH-AUD,1557151409765830,18890
ETH-AUD,1557151409999823,18890
ETH-AUD,1557151910347794,18707
ETH-AUD,1557151910412814,18691
ETH-AUD,1557151910502794,18691
ETH-AUD,1557151910502794,18691
BTC-AUD,1557158225807988,0
BTC-AUD,1557151910810796,0
BTC-AUD,1557151910917813,563224
BTC-AUD,1557151911011797,563224
LTC-AUD,1557151911068799,7424
LTC-AUD,1557151911068803,7407
LTC-AUD,1557151911249797,7424
LTC-AUD,1557151911249798,7424
LTC-AUD,1557151911249799,7424
LTC-AUD,1557151911249800,7424
LTC-AUD,1557151911249800,7407
LTC-AUD,1557151911249800,7407
ETH-AUD,1557151911568803,18599
ETH-AUD,1557151911640799,18599
ZEC-AUD,1557151912071804,6263
ZEC-AUD,1557151912207803,6263
ZEC-AUD,1557151912207803,6263
BTC-AUD,1557151912291803,563224
BTC-AUD,1557151912291804,563224
BTC-AUD,1557151912578816,564359
BTC-AUD,1557151912578820,564353
BTC-AUD,1557151912707803,564359
BTC-AUD,1557151912707804,564359
BTC-AUD,1557151912707804,564353
BTC-AUD,1557151912707805,564353
BTC-AUD,1557151912707804,564353
ZEC-AUD,1557151912922819,6733
ZEC-AUD,1557151913087805,6733
ZEC-AUD,1557151913087805,6733
BTC-AUD,1557151913580807,564365
LTC-AUD,1557151913931822,7572
BTC-AUD,1557151913747807,564365
ZEC-AUD,1557151914083815,6277
LTC-AUD,1557151914083826,7393
LTC-AUD,1557151914297809,7572
LTC-AUD,1557151914297809,7393
LTC-AUD,1557151914297809,7393
BTC-AUD,1557151914357811,564365
ZEC-AUD,1557151914384810,6277
ZEC-AUD,1557151613804626,6804
ZEC-AUD,1557151613804627,6807
LTC-AUD,1557151613831628,7554
ZEC-AUD,1557151613836626,6642
ZEC-AUD,1557151613836626,6642
ETH-AUD,1557151614022643,18579
ETH-AUD,1557151614145627,18579
BTC-AUD,1557151614347637,558550
ETH-AUD,1557151614418629,18579
ETH-AUD,1557151614441629,18579
BTC-AUD,1557151614444628,558550
BTC-AUD,1557151614444629,558550
BTC-AUD,1557151614444628,558550
ETH-AUD,1557151614524649,18600
ETH-AUD,1557151614664629,18600
ETH-AUD,1557151614664630,18600
BTC-AUD,1557151614905631,558532
BTC-AUD,1557151614911631,558532
ZEC-AUD,1557151615857645,6788
ZEC-AUD,1557151616044635,6788
ZEC-AUD,1557151616044635,6788
ZEC-AUD,1557151616357639,6821
ETH-AUD,1557151616357656,18433
ZEC-AUD,1557151616468639,6807
ETH-AUD,1557151616563637,18433
ETH-AUD,1557151616563638,18433
ETH-AUD,1557151616563637,18433
ZEC-AUD,1557151616579637,6821
ZEC-AUD,1557151616579637,6821
LTC-AUD,1557151616858644,7688
LTC-AUD,1557151616909638,7688
LTC-AUD,1557151616909638,7688
ZEC-AUD,1557151617040658,6628
ZEC-AUD,1557151617359647,6804
ZEC-AUD,1557151617359659,6798
ZEC-AUD,1557151617532640,6804
ZEC-AUD,1557151617532640,6804
ZEC-AUD,1557151617532640,6798
ZEC-AUD,1557151617532640,6798
BTC-AUD,1557151617861659,556848
BTC-AUD,1557151617928642,556848
BTC-AUD,1557151617928642,556848
ZEC-AUD,1557151617944643,6807
ZEC-AUD,1557151914384811,6277
ZEC-AUD,1557151914384810,6277
BTC-AUD,1557151914436811,563781
LTC-AUD,1557151914436812,7566
BTC-AUD,1557151914436819,563771
ZEC-AUD,1557151914436829,6702
LTC-AUD,1557151914527810,7566
LTC-AUD,1557151914527811,7566
LTC-AUD,1557151914527812,7566
BTC-AUD,1557151914555810,563781
BTC-AUD,1557151914556810,563771
ETH-AUD,1557151914588830,18526
ZEC-AUD,1557151914607811,6702
ZEC-AUD,1557151914607811,6702
BTC-AUD,1557151914680812,563771
ETH-AUD,1557151914708811,18526
ETH-AUD,1557151914708812,18526
BTC-AUD,1557151914747812,563771
ETH-AUD,1557151914945832,18712
BTC-AUD,1557151915038814,563781
LTC-AUD,1557151915038816,7572
ETH-AUD,1557151915096812,18712
ETH-AUD,1557151915096812,18712
BTC-AUD,1557151915316814,563781
BTC-AUD,1557151915450827,563762
ETH-AUD,1557151915556821,18707
LTC-AUD,1557151915550817,7572
BTC-AUD,1557151915583814,563762
BTC-AUD,1557151915583814,563762
BTC-AUD,1557151915592815,563791
LTC-AUD,1557151915961818,7580
LTC-AUD,1557151916081816,7580
LTC-AUD,1557151916081816,7580
ZEC-AUD,1557151916463821,6720
BTC-AUD,1557151916463835,563773
BTC-AUD,1557151916607831,563799
ZEC-AUD,1557151916607837,6251
BTC-AUD,1557151916643819,563773
BTC-AUD,1557151916643820,563773
BTC-AUD,1557151916643821,563773
ZEC-AUD,1557151916665819,6720
BTC-AUD,1557151916706819,563799
BTC-AUD,1557151916706819,563799
LTC-AUD,1557151665404829,7544
LTC-AUD,1557151665404829,7544
BTC-AUD,1557151665516830,562424
LTC-AUD,1557151665804833,7553
ZEC-AUD,1557151665804838,6546
ZEC-AUD,1557151665890831,6546
ZEC-AUD,1557151665890831,6546
LTC-AUD,1557151665892831,7553
LTC-AUD,1557151665892831,7553
LTC-AUD,1557151666213834,7772
ETH-AUD,1557151666213844,18483
LTC-AUD,1557151666268832,7772
ETH-AUD,1557151666268832,18483
ETH-AUD,1557151666268832,18483
BTC-AUD,1557151666306838,562986
ZEC-AUD,1557151666306844,6560
ZEC-AUD,1557151666433833,6560
BTC-AUD,1557151666455833,562986
BTC-AUD,1557151666455833,562986
BTC-AUD,1557151666732847,554002
LTC-AUD,1557151666732852,7743
BTC-AUD,1557151666809852,562401
ETH-AUD,1557151666809855,18353
ETH-AUD,1557151666983835,18353
ETH-AUD,1557151666983835,18353
LTC-AUD,1557151667009835,7743
LTC-AUD,1557151667009835,7743
BTC-AUD,1557151667036838,554002
BTC-AUD,1557151667036838,554002
BTC-AUD,1557151667036838,562401
BTC-AUD,1557151667036838,562401
ZEC-AUD,1557151667234839,6839
LTC-AUD,1557151667234850,7755
ZEC-AUD,1557151667744840,6839
ZEC-AUD,1557151667744841,6839
LTC-AUD,1557151667746838,7755
LTC-AUD,1557151667746838,7755
LTC-AUD,1557151667812853,7565
ZEC-AUD,1557151667880843,6843
LTC-AUD,1557151667911839,7565
BTC-AUD,1557151668242841,554013
ZEC-AUD,1557151668313847,6540
BTC-AUD,1557151668512841,554013
ETH-AUD,1557151409999823,18890
BTC-AUD,1557151410267825,554330
BTC-AUD,1557151410267841,554332
BTC-AUD,1557151410408824,554330
BTC-AUD,1557151410408824,554332
BTC-AUD,1557151410408824,554332
ZEC-AUD,1557151410417843,6919
ZEC-AUD,1557151410605825,6919
ZEC-AUD,1557151410605825,6919
ETH-AUD,1557151410769846,18826
ETH-AUD,1557151410945838,18517
ETH-AUD,1557151411060827,18517
ETH-AUD,1557151411060827,18517
ZEC-AUD,1557151411270839,6811
LTC-AUD,1557151411446830,7694
LTC-AUD,1557151411551829,7694
LTC-AUD,1557151411551829,7694
ZEC-AUD,1557151411771837,6811
LTC-AUD,1557151412451850,7717
LTC-AUD,1557151412569833,7717
LTC-AUD,1557151412774840,7766
BTC-AUD,1557151413454841,552672
BTC-AUD,1557151413780855,553797
ZEC-AUD,1557151413955849,6938
ZEC-AUD,1557151413955857,6928
BTC-AUD,1557151413990839,552672
BTC-AUD,1557151413990839,552672
ZEC-AUD,1557151414260840,6938
ZEC-AUD,1557151414260840,6938
ZEC-AUD,1557151414260840,6928
ZEC-AUD,1557151414260840,6928
ETH-AUD,1557151414456848,18613
LTC-AUD,1557151414456850,7693
ETH-AUD,1557151414456860,18612
ETH-AUD,1557151414541841,18613
ETH-AUD,1557151414541841,18612
LTC-AUD,1557151414547841,7693
LTC-AUD,1557151414957852,7693
LTC-AUD,1557151415120843,7693
LTC-AUD,1557151415120843,7693
LTC-AUD,1557151416174849,7717
ZEC-AUD,1557151416288867,6810
ZEC-AUD,1557151416623849,6810
ZEC-AUD,1557151916716819,6251
ZEC-AUD,1557151916760821,6720
LTC-AUD,1557151916964830,7568
LTC-AUD,1557151917022820,7568
LTC-AUD,1557151917022820,7568
ETH-AUD,1557151917108828,18519
LTC-AUD,1557151917108834,7421
ETH-AUD,1557151917198821,18519
LTC-AUD,1557151917211822,7421
LTC-AUD,1557151917211823,7421
LTC-AUD,1557151917211824,7421
ETH-AUD,1557151917467830,18755
ETH-AUD,1557151917613830,18530
ETH-AUD,1557151917657826,18755
ETH-AUD,1557151917657827,18755
ETH-AUD,1557151917657828,18755
ETH-AUD,1557151918107825,18530
ETH-AUD,1557151918107826,18530
BTC-AUD,1557151918123837,564351
BTC-AUD,1557151918302825,564351
BTC-AUD,1557151918974841,562067
LTC-AUD,1557151919126830,7425
LTC-AUD,1557151919209829,7425
BTC-AUD,1557151919214829,562067
LTC-AUD,1557151919278830,7425
ZEC-AUD,1557151919475845,6734
ZEC-AUD,1557151919566830,6734
ZEC-AUD,1557151919566830,6734
ETH-AUD,1557151919569832,18740
ETH-AUD,1557151919569833,18740
BTC-AUD,1557151920481839,562075
BTC-AUD,1557151920641834,562075
BTC-AUD,1557151920641835,562075
BTC-AUD,1557151920641836,562075
ETH-AUD,1557151920637838,18572
ZEC-AUD,1557151920637845,6291
ETH-AUD,1557151920666835,18740
ETH-AUD,1557151920906835,18572
ETH-AUD,1557151920906836,18572
ETH-AUD,1557151920906837,18572
ETH-AUD,1557151920906835,18572
ZEC-AUD,1557151920951835,6291
ETH-AUD,1557151920986852,18759
LTC-AUD,1557151504840207,7600
LTC-AUD,1557151504840215,7604
BTC-AUD,1557151504921198,554264
LTC-AUD,1557151504949197,7598
LTC-AUD,1557151504949197,7598
LTC-AUD,1557151504950197,7600
LTC-AUD,1557151504950197,7604
LTC-AUD,1557151504950197,7604
BTC-AUD,1557151505126199,554788
BTC-AUD,1557158227197993,0
BTC-AUD,1557151505527199,554788
BTC-AUD,1557151505527199,554788
BTC-AUD,1557151505629209,555328
BTC-AUD,1557151505661200,542441
BTC-AUD,1557151505754202,555328
BTC-AUD,1557151505754203,555328
BTC-AUD,1557151505754204,555328
BTC-AUD,1557151506555205,554841
BTC-AUD,1557151506710205,554841
ETH-AUD,1557151506845225,18742
ETH-AUD,1557151507139206,18742
ETH-AUD,1557151507798209,18742
BTC-AUD,1557151507854226,555329
LTC-AUD,1557151507943211,7614
ETH-AUD,1557151507997210,18742
LTC-AUD,1557151508049210,7614
BTC-AUD,1557151508065209,555329
ETH-AUD,1557151508355214,18733
ETH-AUD,1557151508355222,18736
ETH-AUD,1557151508512211,18733
ETH-AUD,1557151508512211,18733
ETH-AUD,1557151508512211,18736
ETH-AUD,1557151508512211,18736
BTC-AUD,1557151508539212,555329
BTC-AUD,1557151508758213,555329
LTC-AUD,1557151509169216,7753
LTC-AUD,1557151509242214,7753
LTC-AUD,1557151509242215,7753
LTC-AUD,1557151509242216,7753
ZEC-AUD,1557151510185225,6885
ZEC-AUD,1557151510366221,6759
ZEC-AUD,1557151510464219,6885
ZEC-AUD,1557151510464219,6885
ZEC-AUD,1557151416623849,6810
LTC-AUD,1557151416790864,7767
BTC-AUD,1557151416962851,552133
LTC-AUD,1557151416962856,7701
LTC-AUD,1557151416962860,7690
LTC-AUD,1557151417091851,7767
LTC-AUD,1557151417091851,7767
LTC-AUD,1557151417091853,7717
BTC-AUD,1557151417190853,552133
BTC-AUD,1557151417190853,552133
LTC-AUD,1557151417196854,7701
LTC-AUD,1557151417196854,7690
LTC-AUD,1557151417196855,7690
LTC-AUD,1557151417196856,7690
LTC-AUD,1557151417294854,7769
LTC-AUD,1557151417452853,7701
LTC-AUD,1557151417453852,7769
BTC-AUD,1557151417469861,552657
BTC-AUD,1557151417469865,552655
BTC-AUD,1557151417588853,552657
BTC-AUD,1557151417588853,552657
BTC-AUD,1557151417588853,552655
LTC-AUD,1557151417796872,7762
BTC-AUD,1557151418143857,552655
LTC-AUD,1557151418171855,7762
LTC-AUD,1557151418171855,7762
BTC-AUD,1557151418300873,552671
BTC-AUD,1557151418440856,552671
BTC-AUD,1557151418495865,553227
BTC-AUD,1557151418573857,553227
BTC-AUD,1557151418968860,552671
ZEC-AUD,1557151419009865,6932
BTC-AUD,1557151419010859,552671
ZEC-AUD,1557151419160859,6932
ZEC-AUD,1557151419160859,6932
BTC-AUD,1557151419441861,552671
ETH-AUD,1557151419509864,18713
LTC-AUD,1557151419828864,7693
ETH-AUD,1557151419837862,18713
ETH-AUD,1557151419837862,18713
ZEC-AUD,1557151420314871,6801
LTC-AUD,1557151420314882,7740
LTC-AUD,1557151420612865,7740
ZEC-AUD,1557151618049658,6613
BTC-AUD,1557151618866647,555752
BTC-AUD,1557151618918646,555752
BTC-AUD,1557151618918647,555752
BTC-AUD,1557151618918648,555752
ETH-AUD,1557151619870658,18495
BTC-AUD,1557151619923652,555243
BTC-AUD,1557151619939651,555243
ETH-AUD,1557151619945650,18495
ETH-AUD,1557151619945650,18495
ETH-AUD,1557151620055658,18590
BTC-AUD,1557151620439653,555243
ZEC-AUD,1557151620558671,6585
ZEC-AUD,1557151621058673,6607
BTC-AUD,1557151621375657,554063
LTC-AUD,1557151621375658,7719
BTC-AUD,1557151621375661,554082
LTC-AUD,1557151621549656,7719
LTC-AUD,1557151621549656,7719
ZEC-AUD,1557151621560671,6608
LTC-AUD,1557151621560674,7574
BTC-AUD,1557151621569656,554063
BTC-AUD,1557151621569656,554063
BTC-AUD,1557151621569656,554082
BTC-AUD,1557151621569657,554082
BTC-AUD,1557151621569658,554082
BTC-AUD,1557151621876667,554646
BTC-AUD,1557151621974658,554646
BTC-AUD,1557151621974658,554646
ZEC-AUD,1557151622063661,6576
BTC-AUD,1557151622382661,555188
BTC-AUD,1557151622382665,555183
BTC-AUD,1557151622382677,555180
BTC-AUD,1557151622512660,555188
BTC-AUD,1557151622512660,555183
BTC-AUD,1557151622512660,555183
BTC-AUD,1557151622513660,555180
BTC-AUD,1557151622513660,555180
ZEC-AUD,1557151623476666,6828
BTC-AUD,1557151623487666,554142
ZEC-AUD,1557151623507665,6828
ZEC-AUD,1557151623569683,6601
BTC-AUD,1557151624004667,554142
ETH-AUD,1557151920986856,18761
LTC-AUD,1557151921140846,7438
LTC-AUD,1557151921140854,7455
ETH-AUD,1557151921247839,18759
ETH-AUD,1557151921247840,18759
ETH-AUD,1557151921247841,18759
ETH-AUD,1557151921248837,18761
ETH-AUD,1557151921248837,18761
LTC-AUD,1557151921338837,7438
LTC-AUD,1557151921338837,7438
LTC-AUD,1557151921338837,7455
LTC-AUD,1557151921338837,7455
BTC-AUD,1557151921486847,562071
BTC-AUD,1557151921486851,562066
BTC-AUD,1557151921580838,562071
BTC-AUD,1557151921580838,562071
BTC-AUD,1557151921580838,562066
BTC-AUD,1557151921580838,562066
ZEC-AUD,1557151921643845,6280
BTC-AUD,1557151921643851,567187
ETH-AUD,1557151921643858,18584
ETH-AUD,1557151922057840,18584
ETH-AUD,1557151922057840,18584
ZEC-AUD,1557151921990855,6734
ZEC-AUD,1557151922107840,6280
BTC-AUD,1557151922106840,567187
BTC-AUD,1557151922106840,567187
ZEC-AUD,1557151922149859,6301
ZEC-AUD,1557151922197840,6734
ZEC-AUD,1557151922197841,6734
ZEC-AUD,1557151922322841,6301
ZEC-AUD,1557151922322842,6301
ZEC-AUD,1557151922322843,6301
BTC-AUD,1557151922298846,566067
LTC-AUD,1557151922492844,7590
ZEC-AUD,1557151922653845,6292
BTC-AUD,1557151922761844,566067
LTC-AUD,1557151922776844,7590
LTC-AUD,1557151922776844,7590
ZEC-AUD,1557151922787844,6292
ZEC-AUD,1557151922787844,6292
LTC-AUD,1557151922994846,7576
ETH-AUD,1557151922994852,18746
ZEC-AUD,1557151420657865,6801
LTC-AUD,1557151420702866,7740
ETH-AUD,1557151420815870,18934
ETH-AUD,1557151420963866,18934
ETH-AUD,1557151420963866,18934
ZEC-AUD,1557151421019881,6909
LTC-AUD,1557151421271868,7740
ZEC-AUD,1557151421321868,6909
ZEC-AUD,1557151421321868,6909
ZEC-AUD,1557151421317871,6823
ETH-AUD,1557151421526872,18662
ZEC-AUD,1557151421589869,6823
ZEC-AUD,1557151421589870,6823
ZEC-AUD,1557151421589871,6823
ETH-AUD,1557151421843871,18662
ETH-AUD,1557151421843871,18662
BTC-AUD,1557151421964872,553227
BTC-AUD,1557151422344875,552655
ETH-AUD,1557151422332876,18869
ETH-AUD,1557151422651873,18869
ETH-AUD,1557151422651873,18869
BTC-AUD,1557151422835879,553768
ETH-AUD,1557151422835882,18856
ETH-AUD,1557151422963874,18856
BTC-AUD,1557151422976874,553768
ZEC-AUD,1557151423046882,6911
ETH-AUD,1557151423145876,18856
ETH-AUD,1557151423161876,18856
ZEC-AUD,1557151423195875,6911
ZEC-AUD,1557151423195875,6911
LTC-AUD,1557151423550894,7681
LTC-AUD,1557151423661877,7681
LTC-AUD,1557151423661877,7681
BTC-AUD,1557151423846887,552658
BTC-AUD,1557151423846895,552664
BTC-AUD,1557151424037878,552658
BTC-AUD,1557151424037879,552658
BTC-AUD,1557151424037878,552658
BTC-AUD,1557151424038878,552664
BTC-AUD,1557151424442881,552664
ETH-AUD,1557151424556888,18677
ETH-AUD,1557151424690881,18677
ETH-AUD,1557151424690881,18677
BTC-AUD,1557151668512842,554013
BTC-AUD,1557151668512843,554013
ETH-AUD,1557151668742858,18470
BTC-AUD,1557151668742859,554003
ZEC-AUD,1557151668775842,6540
ZEC-AUD,1557151668775843,6540
ZEC-AUD,1557151668775844,6540
ZEC-AUD,1557151668816849,6525
BTC-AUD,1557151668871844,554003
BTC-AUD,1557151668871844,554003
ETH-AUD,1557151668914843,18470
ETH-AUD,1557151668914843,18470
ZEC-AUD,1557151668921843,6525
LTC-AUD,1557151669752848,7741
ETH-AUD,1557151669752854,18453
LTC-AUD,1557151669819848,7550
LTC-AUD,1557151669846847,7741
LTC-AUD,1557151669846847,7741
ETH-AUD,1557151669845847,18453
ETH-AUD,1557151669845847,18453
LTC-AUD,1557151670109848,7550
LTC-AUD,1557151670109848,7550
LTC-AUD,1557151670254850,7762
ZEC-AUD,1557151670321851,6533
ETH-AUD,1557151670321868,18366
LTC-AUD,1557151670405849,7762
LTC-AUD,1557151670405849,7762
ETH-AUD,1557151670434849,18366
ZEC-AUD,1557151670458849,6533
ZEC-AUD,1557151670458850,6533
ZEC-AUD,1557151670458851,6533
BTC-AUD,1557151670758855,555119
ZEC-AUD,1557151670758869,6813
BTC-AUD,1557151670913851,555119
BTC-AUD,1557151670913852,555119
ZEC-AUD,1557151670914851,6813
ZEC-AUD,1557151670914851,6813
BTC-AUD,1557151671003852,555119
LTC-AUD,1557151671322854,7570
LTC-AUD,1557151671465853,7570
BTC-AUD,1557151671823855,561273
LTC-AUD,1557151671823872,7551
ZEC-AUD,1557151671823873,6508
ZEC-AUD,1557151510510219,6759
ZEC-AUD,1557151510510219,6759
BTC-AUD,1557151642695741,551293
BTC-AUD,1557151642695742,551293
BTC-AUD,1557151642809742,564126
ZEC-AUD,1557151643425747,6625
ETH-AUD,1557151643407744,18425
ZEC-AUD,1557151643499758,6820
ETH-AUD,1557151643499763,18438
LTC-AUD,1557151511693226,7768
LTC-AUD,1557151511867224,7768
BTC-AUD,1557151512696245,555329
BTC-AUD,1557151512835228,555329
BTC-AUD,1557151512835229,555329
ETH-AUD,1557151643783744,18438
ETH-AUD,1557151643783744,18438
ZEC-AUD,1557151643786744,6820
ZEC-AUD,1557151643786744,6820
BTC-AUD,1557151644002762,551832
ETH-AUD,1557151644062746,18425
BTC-AUD,1557151644099745,551832
ZEC-AUD,1557151644189752,6550
ZEC-AUD,1557151644189764,6522
ZEC-AUD,1557151644388749,6625
ZEC-AUD,1557151644424746,6550
ZEC-AUD,1557151644424747,6625
ZEC-AUD,1557151644424747,6550
ZEC-AUD,1557151644424748,6550
ZEC-AUD,1557151644424748,6522
BTC-AUD,1557151644690752,565265
BTC-AUD,1557151644690760,565246
BTC-AUD,1557151644872748,565265
BTC-AUD,1557151644872748,565265
BTC-AUD,1557151644872748,565246
BTC-AUD,1557151644872749,565246
BTC-AUD,1557151644872750,565246
ETH-AUD,1557151645003765,18419
ETH-AUD,1557151645112749,18419
ZEC-AUD,1557151645505770,6826
ZEC-AUD,1557151645962752,6826
LTC-AUD,1557151646006759,7702
LTC-AUD,1557151646006771,7726
LTC-AUD,1557151646403754,7702
ETH-AUD,1557151424847898,18834
ETH-AUD,1557151424966882,18834
ETH-AUD,1557151424966882,18834
